price,latitude,longitude,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,calculated_host_listings_count,accommodates,bathrooms,bedrooms,beds,has_availability,availability_30,availability_60,availability_90,availability_365,instant_bookable,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,room_Entire home/apt,room_Hotel room,room_Private room,room_Shared room,Air conditioning,Kitchen,Dedicated workspace,Heating,Hot water,Refrigerator,Free street parking,Self check-in,Shampoo,Washer
1,40.73408,-73.85733,18165,1.0,100.0,100.0,0,2.0,2.0,1,1,2,1,1.0,1.0,1.0,1,2,30,60,60,False,30,60,22,3,1,18828,19953,4.91,4.95,4.82,4.82,4.95,4.82,4.91,0.58,0,0,1,0,0,1,1,0,1,0,1,0,0,0
2,40.67339,-73.75604,18193,1.7059957014748388,91.383013414363,100.0,0,1.0,1.0,1,1,1,5,1.0,2.0,3.0,1,29,59,89,364,False,30,1125,48,4,0,18217,19703,4.65,4.6,4.73,4.75,4.85,4.63,4.5,0.82,0,0,1,0,1,1,0,1,1,1,1,0,0,0
3,40.74682,-73.97634,18596,1.0,100.0,100.0,1,6.0,8.0,1,1,6,2,1.0,2.0,3.0,1,30,60,90,365,True,31,120,97,0,0,18606,19589,4.91,4.86,4.8,5.0,4.98,4.98,4.84,2.13,0,0,1,0,0,1,1,1,1,1,0,1,1,0
1,40.77797,-73.90604,16254,1.7059957014748388,91.383013414363,78.57919812357986,0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1,30,60,90,365,False,30,30,2,0,0,16326,16335,4.5,3.5,5.0,4.0,4.0,3.5,4.0,0.02,0,0,1,0,1,1,0,1,0,0,0,0,0,0
3,40.68928,-73.93908,15467,1.7059957014748388,91.383013414363,78.57919812357986,0,1.0,1.0,1,0,1,3,1.0,2.0,2.0,1,0,0,0,126,False,30,1125,295,0,0,15552,19360,4.81,4.92,4.8,4.97,4.95,4.51,4.82,2.0,1,0,0,0,0,1,0,1,1,1,1,1,0,0
4,40.67475,-73.98245,16220,1.0,100.0,78.57919812357986,0,1.0,1.0,1,1,1,6,2.0,3.0,3.0,1,0,0,0,67,False,30,1125,6,0,0,16636,18141,5.0,4.67,5.0,5.0,5.0,5.0,4.83,0.05,1,0,0,0,1,1,0,1,1,0,1,1,1,1
1,40.64558,-73.89528,17681,1.7059957014748388,91.383013414363,78.57919812357986,0,1.0,1.0,1,1,1,2,1.0,1.0,1.0,1,28,58,88,178,False,30,30,171,0,0,17720,18594,4.85,4.92,4.91,4.96,4.95,4.65,4.88,2.28,0,0,1,0,1,1,0,1,1,1,1,1,1,0
0,40.68411,-73.86228,17168,1.0,100.0,100.0,1,1.0,2.0,1,1,1,2,1.0,1.0,1.0,1,13,43,73,348,True,30,1125,18,4,0,18190,19910,4.78,4.78,4.89,5.0,4.78,4.83,4.72,0.3,0,0,1,0,0,1,0,1,1,1,1,1,1,1
3,40.72587444241532,-73.98553060030194,18198,3.0,100.0,79.0,0,382.0,1480.0,1,1,354,1,0.0,3.0,1.0,1,0,0,0,266,True,30,180,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,0,0,0,1,1,0,0,1,0,1
2,40.78218,-73.94514,19290,1.7059957014748388,91.383013414363,100.0,0,1.0,3.0,0,0,1,4,1.0,1.0,2.0,1,0,0,23,239,True,30,365,4,1,0,19576,19615,4.75,5.0,4.75,5.0,5.0,4.75,5.0,0.3,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,40.66709840734997,-73.95160015672445,19569,1.7059957014748388,91.383013414363,67.0,0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1,29,59,89,269,False,30,365,8,6,0,19596,19679,5.0,4.63,4.75,4.75,4.88,4.5,4.75,0.64,0,0,1,0,1,1,1,0,1,1,1,0,1,0
5,40.74885,-73.97319,17151,1.0,100.0,96.0,0,4494.0,4784.0,1,1,876,4,1.5,2.0,2.0,1,15,15,15,248,False,31,1125,1,0,0,19369,19369,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,1,0,0,0,1,1,1,1,1,1,0,1,1,0
3,40.703390780350695,-73.78421613143061,19354,1.0,100.0,100.0,0,2.0,4.0,1,1,2,4,1.0,2.0,3.0,1,9,24,54,223,False,2,29,15,11,4,19330,19968,4.6,4.73,4.67,4.67,4.73,4.4,4.53,0.7,0,0,1,0,0,1,1,0,1,1,1,1,1,0
1,40.77465,-73.91985,16198,1.0,100.0,86.0,0,1.0,1.0,1,1,1,2,1.0,1.0,1.0,1,5,8,38,67,False,30,1125,376,16,1,18196,19947,4.87,4.93,4.81,4.94,4.97,4.88,4.84,6.35,1,0,0,0,0,0,0,1,1,1,0,1,1,0
0,40.69092,-73.75634,17018,1.0,100.0,100.0,0,5.0,5.0,1,1,5,2,1.0,1.0,1.0,1,0,3,33,213,False,30,90,1,1,0,19904,19904,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.44,0,0,1,0,1,1,1,1,1,1,1,0,1,0
1,40.67783033336891,-73.94027084512233,18198,3.0,100.0,79.0,0,382.0,1480.0,1,1,354,1,0.0,4.0,1.0,1,28,58,88,363,False,30,180,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,1,0,0,1,1,0,1,1,0,0
4,40.75696420125864,-73.98126628206448,19057,1.0,100.0,100.0,0,42.0,57.0,1,1,41,4,1.0,2.0,2.0,1,4,34,64,201,True,30,365,1,1,0,19642,19642,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09,1,0,0,0,0,1,1,1,0,1,0,1,1,1
0,40.57786,-73.96145,19171,1.0,100.0,100.0,0,1.0,1.0,1,1,1,2,1.0,1.0,2.0,1,30,60,90,90,False,30,1125,36,5,0,19211,19754,4.64,4.47,4.5,4.81,4.81,4.47,4.64,1.42,0,0,1,0,0,0,1,0,1,1,1,0,1,0
2,40.689720153808594,-73.91510009765625,16384,1.0,100.0,78.0,1,3.0,11.0,1,1,3,2,1.0,1.0,1.0,1,3,4,6,6,False,3,26,41,26,1,18231,19940,4.88,4.98,4.73,4.88,4.93,4.8,4.83,0.71,0,0,1,0,1,1,1,1,1,1,1,1,0,0
4,40.72034,-73.99615,17358,1.0,100.0,80.0,0,2.0,5.0,1,0,2,3,1.0,1.0,2.0,1,10,10,13,192,True,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,1,0,1,1,0,0,1,0
2,40.62613,-74.07805,17083,1.0,100.0,100.0,1,4.0,5.0,1,1,4,3,1.0,2.0,2.0,1,30,60,90,365,False,30,90,43,0,0,18849,19586,4.77,4.74,4.84,4.81,4.81,4.7,4.77,1.15,0,0,1,0,1,1,1,0,1,1,1,0,0,0
2,40.75844,-73.92228,16383,3.0,90.0,100.0,1,2.0,3.0,1,0,2,2,1.0,1.0,1.0,1,4,8,33,308,False,30,1125,15,0,0,18119,19574,4.93,4.8,4.73,4.67,4.6,4.93,4.8,0.24,0,0,1,0,1,1,1,1,1,1,1,0,1,0
4,40.68638,-73.91371,17308,1.7059957014748388,91.383013414363,96.0,0,6.0,8.0,1,1,6,4,1.0,3.0,3.0,1,30,60,89,89,False,30,30,127,7,0,17958,19667,4.65,4.77,4.79,4.92,4.87,4.7,4.51,1.89,1,0,0,0,0,1,1,1,1,1,1,1,0,0
2,40.7904,-73.94869,17126,4.0,20.0,0.0,0,3.0,6.0,1,1,3,2,1.0,1.0,1.0,1,29,59,89,364,False,30,1125,18,1,0,19352,19615,4.61,4.72,4.44,4.89,4.89,4.67,4.78,0.87,0,0,1,0,1,1,0,0,1,1,0,1,1,0
1,40.73259,-73.98538,18641,3.0,94.0,60.0,0,24.0,37.0,1,1,24,2,1.0,0.0,1.0,1,0,0,0,264,False,30,365,6,4,1,19002,19967,5.0,5.0,5.0,5.0,5.0,5.0,4.33,0.19,1,0,0,0,0,1,1,1,1,0,0,0,1,0
4,40.67201,-73.94916,15558,2.0,100.0,0.0,0,2.0,2.0,1,1,2,5,1.0,2.0,0.0,1,0,0,6,125,False,30,365,3,0,0,19219,19559,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0.12,1,0,0,0,1,1,1,0,1,0,1,1,1,1
4,40.76076,-73.98898,18641,3.0,95.0,42.0,1,45.0,57.0,1,1,44,4,1.0,3.0,3.0,1,30,60,90,365,False,30,1125,4,0,0,18841,19122,5.0,5.0,4.75,5.0,5.0,4.75,5.0,0.11,1,0,0,0,1,1,1,1,1,1,0,0,1,1
0,40.68386,-73.94972,15563,1.0,99.0,23.0,0,727.0,1336.0,1,1,719,1,2.0,5.0,1.0,1,19,49,79,354,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,0,1,1,1,1,1,0,0,0,1
3,40.67206,-73.95938,16983,3.0,100.0,80.0,1,1.0,1.0,1,1,1,4,1.0,2.0,2.0,1,3,23,53,143,False,30,730,39,6,0,19223,19936,4.92,4.9,4.87,4.97,4.97,4.97,4.77,1.56,1,0,0,0,0,1,1,0,1,1,1,1,1,0
1,40.67851,-73.90908,16354,4.0,0.0,0.0,0,1.0,2.0,1,1,1,2,1.0,1.0,1.0,1,10,40,70,345,False,30,60,2,0,0,17510,17837,4.5,5.0,3.5,5.0,5.0,4.5,5.0,0.02,1,0,0,0,1,1,0,1,1,1,1,0,0,0
5,40.674166053264486,-73.93899710135642,19856,1.0,100.0,46.0,0,1.0,1.0,1,1,1,11,1.5,3.0,8.0,1,21,30,56,236,False,2,28,1,1,0,19901,19901,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.43,1,0,0,0,1,1,1,1,1,1,0,0,1,1
1,40.80494,-73.95636,19746,3.0,100.0,100.0,0,11.0,11.0,1,1,11,1,2.0,1.0,1.0,1,0,0,0,157,True,30,365,1,1,0,19813,19813,4.0,3.0,3.0,5.0,4.0,5.0,5.0,0.19,0,0,1,0,1,1,1,1,1,1,0,0,0,0
3,40.69906,-73.91712,16253,1.7059957014748388,91.383013414363,33.0,0,1.0,2.0,1,1,1,2,1.0,2.0,2.0,1,0,29,59,148,False,30,1125,24,0,0,19197,19542,4.92,4.88,4.67,4.96,5.0,4.67,4.63,0.93,0,0,1,0,0,1,1,0,1,1,1,1,1,0
2,40.75297,-73.9347,19148,3.0,100.0,100.0,1,2.0,2.0,1,1,2,2,1.0,1.0,1.0,1,0,3,33,308,False,30,365,20,4,0,19201,19850,4.65,4.7,4.6,4.7,4.75,4.7,4.75,0.78,0,0,1,0,0,1,1,0,1,1,1,1,1,0
5,40.78969,-73.9744,17151,1.0,100.0,96.0,0,4494.0,4784.0,1,1,876,2,1.0,1.0,1.0,1,0,0,3,278,True,31,1125,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,1,1,1,1,0,1,1,0
5,40.75331,-73.99555,16631,1.0,100.0,100.0,0,20.0,39.0,1,1,20,8,1.0,0.0,2.0,1,29,29,29,29,True,1,365,28,17,0,19452,19828,4.82,4.82,4.54,4.79,4.75,4.79,4.82,1.62,0,0,1,0,1,0,1,1,1,1,0,1,1,0
2,40.67381931103143,-73.9570342807818,15463,3.0,100.0,62.0,1,1.0,3.0,1,1,1,2,1.0,1.0,2.0,1,4,8,38,38,False,4,25,170,12,2,15797,19953,4.33,4.53,4.44,4.54,4.53,4.65,4.45,1.22,0,0,1,0,0,0,1,1,1,1,0,1,0,0
4,40.6905,-73.97859,14987,2.0,100.0,29.0,0,3.0,5.0,1,1,2,3,1.5,2.0,2.0,1,7,25,55,55,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,1,0,0,0,0,0,0,1
1,40.69147187434402,-73.94199688902033,16351,1.7059957014748388,91.383013414363,78.57919812357986,0,1.0,2.0,1,1,1,1,1.0,1.0,1.0,1,28,58,88,88,False,30,30,1,0,0,19545,19545,1.0,1.0,1.0,1.0,2.0,5.0,1.0,0.07,0,0,1,0,1,1,1,0,0,0,0,1,0,1
0,40.73871,-73.87765,17736,3.0,95.0,69.0,0,259.0,294.0,1,1,216,1,1.0,1.0,1.0,1,26,54,54,54,False,30,1125,13,2,0,18063,19762,4.54,4.54,3.92,4.62,4.38,4.77,4.46,0.2,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,40.59303536948076,-73.95855324480155,15563,1.0,99.0,23.0,0,727.0,1336.0,1,1,719,1,2.0,1.0,1.0,1,29,59,89,364,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,1,1,1,1,1,1,0,0,0,1
2,40.76169,-73.93151,16728,1.7059957014748388,91.383013414363,78.57919812357986,0,1.0,1.0,1,1,1,2,1.0,1.0,1.0,1,29,59,89,89,False,30,1125,43,0,0,17594,19589,4.98,4.95,4.95,4.95,5.0,4.88,4.84,0.54,0,0,1,0,0,1,1,1,1,1,1,0,1,1
0,40.69499,-73.94616,19655,1.0,92.0,73.0,0,14.0,20.0,1,1,14,2,3.0,1.0,1.0,1,24,54,84,359,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,1,1,0,0,0,0,0,0,0,1
2,40.83399,-73.91341,19167,3.0,82.0,62.0,0,52.0,183.0,1,1,11,6,1.0,2.0,0.0,1,4,34,64,339,False,30,365,11,1,0,19377,19606,3.73,3.91,3.64,4.82,4.73,3.82,3.73,0.56,1,0,0,0,1,1,1,1,1,1,1,1,1,0
3,40.63719,-73.97412,16784,3.0,100.0,100.0,0,1.0,1.0,1,1,1,6,2.0,4.0,4.0,1,0,0,0,65,False,30,45,2,1,1,19358,19940,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
2,40.68595,-73.92923,15118,1.0,100.0,100.0,1,2.0,5.0,1,1,2,2,1.0,1.0,1.0,1,6,36,66,341,False,30,1125,94,8,0,15976,19905,4.86,4.89,4.84,4.89,4.89,4.72,4.86,0.71,1,0,0,0,0,0,1,0,1,0,1,1,0,0
4,40.68206,-73.97159,15263,2.0,100.0,50.0,0,1.0,3.0,1,1,1,3,2.0,2.0,2.0,1,4,4,4,78,False,30,31,26,1,0,16071,19910,4.92,4.96,4.88,4.96,5.0,4.81,4.73,0.2,1,0,0,0,1,1,1,1,1,1,1,0,1,1
0,40.76087623137716,-73.9899061643207,16596,1.0,96.0,94.0,1,103.0,108.0,1,1,101,1,1.0,0.0,1.0,1,1,1,1,231,False,30,175,2,2,1,19844,19945,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.47,1,0,0,0,1,1,0,1,1,0,1,0,0,1
3,40.73068,-73.95731,14967,2.0,56.0,14.0,0,1.0,2.0,1,1,1,2,1.0,1.0,1.0,1,3,33,63,338,False,60,90,3,1,0,19467,19605,4.67,4.67,4.33,4.67,5.0,5.0,4.67,0.18,1,0,0,0,1,1,1,0,0,1,0,1,0,0
0,40.8991,-73.85707,17029,3.0,90.0,50.0,1,1.0,2.0,1,1,1,2,1.0,1.0,1.0,1,0,0,0,236,False,30,1125,15,3,0,17475,19713,5.0,4.87,4.87,4.93,4.93,4.53,4.87,0.18,0,0,1,0,0,1,1,0,1,1,1,0,0,0
0,40.82259,-73.95268,16855,1.0,100.0,20.0,0,1.0,6.0,1,0,1,1,2.0,2.0,1.0,1,0,0,0,266,False,37,45,14,0,0,17504,18119,4.86,4.86,4.64,5.0,5.0,4.86,4.93,0.17,0,0,1,0,1,1,0,1,1,1,1,0,1,1
3,40.69349,-73.93579,18066,1.0,100.0,100.0,1,4.0,4.0,1,1,3,4,1.0,2.0,2.0,1,4,34,54,295,True,30,365,8,3,0,19116,19938,4.75,4.5,4.88,5.0,4.88,4.75,4.88,0.28,1,0,0,0,0,1,0,0,1,1,0,0,1,0
1,40.6932407,-73.9225647,16712,1.7059957014748388,91.383013414363,0.0,0,2.0,3.0,1,1,2,1,1.0,1.0,1.0,1,30,60,89,89,False,30,1125,8,0,0,19276,19359,4.75,4.63,4.25,4.75,4.75,4.88,4.5,0.34,0,0,1,0,1,1,0,0,1,0,1,0,0,0
1,40.66576139692363,-73.88014870220715,17150,2.0,70.0,95.0,0,1.0,7.0,1,1,1,4,1.0,2.0,2.0,1,3,33,63,243,False,30,105,5,5,0,19758,19903,5.0,4.8,4.4,5.0,4.8,4.8,4.6,0.7,1,0,0,0,1,1,1,0,1,1,1,1,1,0
4,40.59671,-73.7949,17769,1.7059957014748388,91.383013414363,78.57919812357986,0,2.0,2.0,1,1,2,4,1.0,2.0,3.0,1,30,60,90,365,True,30,1125,20,0,0,19156,19589,4.75,4.8,4.8,4.9,4.8,4.55,4.5,0.74,1,0,0,0,0,1,1,1,1,1,1,1,1,0
2,40.65715,-73.94925,15882,1.0,100.0,67.0,1,1.0,3.0,1,1,1,8,1.0,1.0,1.0,1,2,8,38,309,False,1,60,315,14,3,15892,19953,4.79,4.89,4.86,4.96,4.93,4.56,4.78,2.32,0,0,1,0,0,1,1,0,1,0,1,1,0,0
1,40.67132,-73.91786,16995,1.7059957014748388,91.383013414363,78.57919812357986,0,2.0,2.0,1,1,2,2,1.5,1.0,1.0,1,4,34,64,154,False,30,1125,193,0,0,17028,19560,4.94,4.96,4.96,5.0,4.99,4.68,4.89,1.97,0,0,1,0,1,1,0,1,1,0,1,0,1,0
4,40.7456565,-73.9070911,19405,4.0,0.0,78.57919812357986,0,170.0,182.0,1,1,170,4,2.0,2.0,2.0,1,29,59,89,364,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,1,1,1,1,1,0,0,0
3,40.77137,-73.95752,17842,1.0,100.0,99.0,0,12.0,18.0,1,1,8,4,1.0,1.0,2.0,1,0,0,0,216,True,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,1,1,1,1,1,1,0,0
1,40.7964,-73.97,18722,2.0,70.0,37.0,0,36.0,79.0,1,1,36,2,3.0,1.0,1.0,1,0,0,0,168,False,30,500,1,0,0,19019,19019,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.03,1,0,0,0,1,1,1,1,1,1,1,0,1,1
4,40.76188,-73.99506,16785,2.0,56.0,44.0,0,154.0,170.0,1,1,153,4,2.0,3.0,3.0,1,19,49,79,259,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,0,1,0,0,0,0,0,1
2,40.64458,-74.08005,18006,1.0,100.0,100.0,1,4.0,4.0,1,1,4,4,1.0,1.0,2.0,1,2,2,2,270,True,30,1125,84,11,1,18911,19966,4.98,5.0,4.99,5.0,5.0,4.85,4.89,2.38,1,0,0,0,0,1,1,0,1,1,1,1,1,0
4,40.72811,-74.00373,16621,1.7059957014748388,91.383013414363,100.0,0,1.0,2.0,1,1,1,2,1.0,1.0,1.0,1,0,30,60,147,False,30,1125,37,0,0,19205,19604,4.7,4.62,4.51,4.76,4.95,5.0,4.57,1.45,1,0,0,0,1,1,1,0,1,1,0,0,0,0
3,40.69877,-73.92184,17067,1.7059957014748388,91.383013414363,50.0,0,1.0,2.0,1,1,1,2,1.0,1.0,1.0,1,28,58,87,87,False,30,1125,22,0,0,19258,19596,5.0,5.0,4.82,4.95,5.0,4.77,4.95,0.92,0,0,1,0,0,1,1,0,1,1,1,1,0,0
3,40.61881,-74.0323824,19204,1.0,100.0,100.0,0,52.0,55.0,1,1,52,2,1.0,0.0,1.0,1,0,2,9,77,True,1,365,6,6,0,19899,19932,4.17,4.17,4.0,4.33,4.33,4.33,4.17,2.5,1,0,0,0,1,0,1,1,1,0,0,1,1,0
0,40.76555,-73.86753,17937,2.0,100.0,99.0,0,1.0,1.0,1,1,1,1,1.0,1.0,1.0,1,30,60,90,90,False,30,30,507,13,0,17955,19676,4.82,4.88,4.84,4.91,4.88,4.79,4.83,7.54,0,0,1,0,0,0,1,0,1,1,1,0,1,0
0,40.678733187067294,-73.93873568918023,19354,1.0,100.0,91.0,0,19.0,21.0,1,1,19,2,2.5,1.0,1.0,1,3,33,63,242,True,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,1,1,1,1,0,1,0,0,0,1
3,40.86116,-73.93006,15278,1.0,100.0,0.0,0,1.0,1.0,1,1,1,2,1.0,1.0,1.0,1,22,52,82,172,False,30,90,1,0,0,19100,19100,5.0,5.0,5.0,4.0,5.0,4.0,4.0,0.03,1,0,0,0,1,1,1,1,1,1,1,0,1,0
1,40.57578,-74.01175,17838,1.0,100.0,100.0,1,14.0,19.0,1,0,14,2,1.0,0.0,1.0,1,11,33,63,153,False,2,365,42,27,4,18817,19966,4.9,4.88,4.95,4.9,4.95,4.71,4.79,1.09,0,0,1,0,0,1,1,1,1,1,0,1,1,0
2,40.74998,-73.97545,17239,1.0,89.0,95.0,0,83.0,86.0,1,1,83,1,1.0,0.0,1.0,1,0,0,0,262,False,30,365,13,1,1,17651,19943,4.85,4.77,4.69,4.92,4.85,4.85,4.62,0.17,1,0,0,0,1,1,0,1,1,0,0,1,1,1
4,40.74698,-73.99055,17998,4.0,0.0,78.57919812357986,0,2.0,2.0,1,1,1,4,2.0,3.0,3.0,1,30,60,90,365,False,100,700,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,40.6825141,-73.95999909999999,17918,1.0,100.0,98.0,1,1.0,4.0,1,1,1,4,2.0,2.0,2.0,1,4,10,27,131,True,4,30,44,34,5,19432,19970,4.98,4.98,5.0,5.0,4.95,4.95,4.88,2.45,1,0,0,0,0,1,1,0,1,1,1,0,1,0
0,40.69525,-73.94769,15563,1.0,99.0,23.0,0,727.0,1336.0,1,1,719,1,2.0,1.0,1.0,1,30,60,90,365,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,1,1,1,1,1,1,0,0,0,1
5,40.70287773506666,-74.01123175074645,19937,3.0,100.0,56.0,0,1.0,1.0,1,1,1,8,1.0,4.0,5.0,1,7,9,27,274,False,4,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,0,1,1,1,1,1,0,0,1,0
1,40.61301,-73.9756,15989,3.0,100.0,46.0,1,2.0,14.0,1,1,2,2,1.5,1.0,0.0,1,30,60,90,90,False,30,1125,18,2,0,17272,19681,4.83,4.61,4.56,4.94,4.89,4.67,4.61,0.2,0,0,1,0,0,1,1,1,1,1,1,1,1,1
2,40.6900796347928,-73.9249943191904,19667,4.0,0.0,78.57919812357986,0,1.0,1.0,1,1,1,4,1.0,1.0,2.0,1,29,59,89,364,False,30,365,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,0,0,1,0,1,1,1,0,0,0,0,0,0,1
2,40.78024,-73.95189,16785,2.0,56.0,44.0,0,154.0,170.0,1,1,153,2,1.0,0.0,1.0,1,0,0,0,234,False,30,365,6,2,0,19059,19825,4.83,4.67,5.0,5.0,4.67,5.0,4.67,0.2,1,0,0,0,1,1,0,1,0,0,0,0,0,1
3,40.69243,-73.94843,17047,1.0,100.0,98.0,1,1.0,1.0,1,1,1,2,1.0,1.0,1.0,1,1,9,9,9,False,2,30,190,24,1,17812,19960,4.9,4.94,4.89,4.99,4.99,4.83,4.85,2.64,0,0,1,0,0,1,0,1,1,1,1,0,1,0
5,40.753011,-73.995934,17151,1.0,100.0,96.0,0,4494.0,4784.0,1,1,876,4,1.5,2.0,2.0,1,0,0,0,140,True,31,1125,0,0,0,20049,20049,4.719393156300125,4.742812332917484,4.679641775084655,4.826309926929246,4.808232935305649,4.721843864183228,4.609504544644448,1.2458011049723758,1,0,0,0,1,1,1,1,1,1,0,1,1,0
1,40.76375,-73.80755,16661,1.0,100.0,99.0,0,20.0,26.0,1,1,5,1,1.0,1.0,1.0,1,0,0,0,224,True,30,365,2,0,0,19450,19593,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,0,0,1,0,1,1,1,0,1,1,1,1,1,1
2,40.66885,-73.77207,18195,1.7059957014748388,91.383013414363,67.0,1,1.0,10.0,1,1,1,2,1.0,1.0,1.0,1,30,60,90,365,False,30,1125,46,1,0,19090,19621,4.98,5.0,4.96,4.96,4.98,4.89,4.93,1.57,1,0,0,0,0,1,1,1,1,0,1,1,0,0
0,40.65104,-73.95223,18389,3.0,100.0,78.57919812357986,0,5.0,6.0,1,0,3,1,1.0,1.0,1.0,1,27,57,87,87,False,30,1125,5,0,0,18932,19569,4.0,4.4,3.8,4.4,4.4,4.4,3.8,0.14,0,0,1,0,0,0,0,1,1,1,0,0,1,0
2,40.802,-73.96791,16645,1.0,90.0,91.0,0,3.0,5.0,1,1,3,4,2.0,2.0,1.0,1,0,16,46,321,True,30,730,35,2,0,16676,19892,4.63,4.57,4.74,4.77,4.71,4.89,4.6,0.32,1,0,0,0,1,1,1,1,1,1,0,0,0,1
0,40.64905,-73.92848,17043,2.0,80.0,85.0,0,4.0,5.0,1,1,4,2,1.0,1.0,1.0,1,0,0,0,259,False,30,360,28,2,0,17916,19905,4.82,4.89,4.82,4.93,4.86,4.71,4.79,0.41,0,0,1,0,1,1,0,1,1,1,1,1,0,0
3,40.81282,-73.94465,16034,1.0,100.0,100.0,0,1.0,1.0,1,1,1,4,1.0,1.0,4.0,1,0,21,51,51,False,30,30,238,0,0,16045,19604,4.7,4.86,4.81,4.89,4.84,4.58,4.7,1.82,1,0,0,0,0,1,1,0,1,1,1,1,1,0
4,40.74636,-73.82517,15606,1.0,100.0,69.0,1,9.0,12.0,1,1,6,3,1.0,0.0,1.0,1,28,58,88,363,False,30,1125,122,0,0,17277,19604,4.95,4.93,4.92,4.97,5.0,4.78,4.88,1.36,1,0,0,0,1,1,1,1,1,1,1,1,1,0
2,40.70509031518221,-73.920870461594,14902,1.7059957014748388,91.383013414363,78.57919812357986,0,1.0,2.0,1,1,1,2,1.0,1.0,2.0,1,23,53,83,172,False,60,180,1,0,0,19436,19436,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06,1,0,0,0,1,1,0,0,1,1,0,1,1,1
